Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
33.68,Female,46.6,1.61,195.93,161.04,68.72,1.03,988.8,Cardio,20.91406932,1.7,3.02,2,17.98,2.02,-0.05,234.12,92.76,62.31,1113,Other,Lunch,Paleo,10.04,1407.22,251.85,264.5,Boiled,56.32,5.06,2.11,Bench Press,4.99,21.94,Builds calf muscles,341.56,"Legs, Core",Parallel Bars or Chair,Intermediate,Shoulders,Upper,Plate pinch,17.97770148,1868.31,0.5012444402,1.99055794,0.7257291093,0.8219261981,124.2,36.8540437,703.6136,7.09E+19,Medium
33.99,Male,110.94,1.86,188.38,138.79,61.77,1.42,1250.74,Cardio,32.49470025,3.6,2.02,1.01,32.07,3.01,0.01,233.88,93.44,62.68,3110,Other,Lunch,Paleo,23.79,2423.48,260.28,472.12,Baked,26.37,82.21,2.01,Windshield Wipers,3.97,20.15,Improves unilateral leg strength and balance,358.19,"Quadriceps, Hamstrings, Glutes",Wall,Beginner,Back,Grip Strength,Leg curls,32.06729102,1873.4,0.4993701292,0.8422570759,0.6083247769,0.7367554942,1859.26,74.89037955,1017.2596,1.04E+20,High
58,Female,53.09,1.79,173.01,168.69,52.06,1.11,975.02,Cardio,16.91719557,3.02,3.01,1,16.57,2.98,-0.02,220.7,87.55,58.06,1502,Other,Snack,Keto,15.38,1058.41,231.48,224.71,Boiled,13.99,16.8,2.02,Windshield Wipers,4.01,22.96,Improves shoulder health and posture,334.94,"Biceps, Forearms",Resistance Band or Cable Machine,Intermediate,Abs,Lateral,Hanging leg raises,16.56939546,1755.54,0.5028652153,1.649086457,0.9642827615,0.9750303451,526.98,44.10866087,743.5668,6.04E+19,Low
34.78,Female,70.04,1.79,184.95,124.91,62.96,1.08,1426.79,HIIT,18.8690321,2.29,2.99,2.01,21.86,3.01,-0.05,299.23,119.35,79,1885,Other,Lunch,Paleo,50.2,1049.06,207.7,243.67,Fried,17.06,72.87,2.2,Renegade Rows,4.97,16.87,Builds shoulder width,348.94,"Lower Abs, Hip Flexors",Resistance Band,Advanced,Arms,Posterior,Leg raises,21.85949253,2385.32,0.5017859239,1.704026271,0.5078285105,0.6753717221,458.21,56.82412992,753.7104,8.44E+19,High
55.42,Male,75.01,1.67,188.04,167.3,50.86,1.37,902.56,Yoga,27.93289086,2.2,2.02,1,26.9,2,1,320.89,127.31,84.75,1920,Other,Lunch,Paleo,44.32,149.22,145.71,376.19,Baked,11.9,62.03,4.82,Push Ups,3.01,12.12,Improves core rotation strength,180.49,"Core, Obliques",Dumbbells,Advanced,Forearms,Middle,Hyperextensions,26.89590878,2555.55,0.5022637006,1.697240368,0.8488117801,0.8897043182,1017.44,54.05753857,494.5426,3.89E+17,Low
23.48,Male,59.34,1.5,199.08,131.94,59.75,1.26,909.47,Yoga,27.98039066,1.99,2.99,2.03,26.37,4,3.01,350.69,140.92,93.53,1892,Other,Snack,Low-Carb,38.4,275.36,61.99,384.59,Baked,42.2,75.79,4.62,Superman,5.01,23.96,Improves flexibility,367.24,"Glutes, Hamstrings",Step or Box,Advanced,Abs,Lats,Leg extensions,26.37333333,2808.21,0.4995210472,2.37478935,0.5181224431,0.6627486438,982.53,42.73643618,925.4448,1.28E+20,Very High
28.83,Male,80.93,1.98,160.42,145.23,49.75,1.65,2361.32,HIIT,21.61765926,3.51,5.01,3.01,20.64,2.99,-0.02,243.28,96.65,64.55,2308,Other,Snack,Keto,26.68,1850.8,258.1,435.91,Raw,11.14,11.29,4.69,Dead Bugs,4,14.98,Targets lower abs,335.8,Shoulders,Pull-up Bar,Intermediate,Back,Middle,Skull crushers,20.6433017,1940.67,0.5014350714,1.194241937,0.862745098,0.9053110585,-53.32,63.43482836,1108.14,6.17E+19,Low
52.18,Female,73.86,1.63,173.86,150.16,50,1.26,1665.97,HIIT,27.73838492,3.7,3.02,2.02,27.8,3,1.99,306.14,122.5,81.95,1961,Other,Lunch,Low-Carb,11.49,515.98,256.06,294.02,Steamed,22.83,9.17,1.52,Dips,4.01,15.01,Targets lower chest,330.63,"Lower Abs, Hip Flexors","Bench, Barbell",Intermediate,Back,Anterior,Barbell rows,27.79931499,2452.11,0.499390321,1.65854319,0.808654933,0.8636834234,295.03,53.3724289,833.1876,5.43E+19,Low
56.78,Female,75.73,1.63,160.55,131.52,59.94,0.69,455.4,Yoga,29.94485419,2.31,3.01,1,28.5,2.97,0.01,181.78,73.08,48.76,2170,Other,Lunch,Balanced,28.61,1103.11,172.37,484.92,Boiled,24,116.51,3.86,Plyometric Push-ups,4,17.86,Improves back strength and posture,335.45,"Lower Back, Glutes","Bench, Barbell",Advanced,Legs,Lower,Decline dumbbell press,28.50314276,1458.28,0.4986148065,0.9650072626,0.7114600934,0.8191840548,1714.6,53.05276192,462.921,6.11E+19,Low
44.21,Female,82.59,1.79,166.75,155.15,69.7,1.51,1766.7,Strength,26.34921391,3.5,5.02,3,25.78,4.02,2.97,374.84,150.43,100.29,2233,Other,Dinner,Vegetarian,22.43,1715.67,181.11,275.58,Steamed,37.67,19.09,4.39,Frog Jumps,3.99,16.06,Strengthens lower abs,346.43,"Full Body, Core, Shoulders",Dumbbells,Advanced,Chest,Anterior,Incline cable crossovers,25.77634905,3003.69,0.4991726843,1.82140695,0.8804739825,0.9304347826,466.3,60.82818423,1046.2186,7.95E+19,Medium
54,Female,72.44,1.78,163.34,149.13,72,1.27,838.2,Yoga,24.9600701,1.81,1.97,1,22.86,3.98,0.02,234.61,94.26,63.15,1654,Other,Breakfast,Low-Carb,26.97,2141.35,243.53,256.76,Baked,26.98,65.11,4.8,Dips,4,17.09,Improves posture and strengthens upper back,353.18,Full Body,Resistance Band or Cable Machine,Beginner,Forearms,Middle,Incline cable crossovers,22.86327484,1883.83,0.4981553537,1.301214798,0.8444274141,0.9130035509,815.8,54.35892522,897.0772,9.31E+19,High
45.1,Female,50.8,1.79,181.96,129.92,58.86,0.73,720.73,Strength,21.44852998,2.49,2.01,1,15.85,3.01,0,197.26,77.7,52.1,1207,Other,Snack,Paleo,39.82,538.11,79.53,412.21,Roasted,51.61,86.58,4.82,Turkish Get-ups,5.01,15.93,Improves back strength and posture,342.74,"Chest, Triceps",Cable Machine or Resistance Band,Intermediate,Shoulders,Triceps,Plate pinch,15.85468618,1568.74,0.5029769114,1.529527559,0.5772542648,0.7140030776,486.27,39.90414677,500.4004,7.29E+19,Medium
36.17,Female,112.57,1.63,163.64,134.85,58,1.02,1348.64,HIIT,35,3.41,3.99,2.02,42.37,3.03,0.03,198.48,79.2,53.02,2928,Other,Dinner,Keto,2,632.15,245.35,482.74,Raw,41.92,102.75,1.8,Plank,3.99,20.03,Targets upper chest,351.41,Core,Cable Machine,Advanced,Forearms,Anterior,Wrist curl,42.36892619,1587.9,0.4999811071,0.7035622279,0.7274706551,0.8240650208,1579.36,73.1705,716.8764,8.94E+19,High
51.59,Female,73.99,1.63,174.43,150.12,49.99,1.26,1210.61,Cardio,27.50022864,3.71,2.98,2.01,27.85,3,1.99,307.7,123.38,82.03,2070,Other,Lunch,Low-Carb,10.93,532.59,257.14,296.86,Fried,22.83,8.07,1.48,Incline Push-ups,4.02,15.05,Builds chest strength,330.38,"Core, Shoulders, Legs",Box or Platform,Advanced,Back,Wrist Flexors,Triceps pushdowns,27.84824419,2462.59,0.4997989921,1.667522638,0.8046448087,0.8606317721,859.39,53.64258083,832.5576,5.40E+19,Low
23.05,Male,70.94,1.72,163.94,168.71,74.06,1.26,831.6,Yoga,25.99205497,1.51,1.98,1,23.98,3.01,-0.01,283.52,112.79,75.52,1807,Other,Dinner,Vegetarian,22.66,506.14,240.92,405.68,Roasted,17.31,96.78,2.52,Renegade Rows,3.99,24.07,Builds upper body strength,341.93,"Lower Chest, Triceps",Step or Box,Intermediate,Abs,Triceps,Hammer curls,23.97917793,2264.92,0.5007152571,1.589935156,1.053070761,1.029096011,975.4,52.50123621,861.6636,7.15E+19,Medium
52.05,Female,86.04,1.74,181.77,144.86,56,1.84,1910.66,Cardio,26.96414198,3.48,4,2.98,28.42,3.01,0,257.42,101.06,67.69,2453,Other,Breakfast,Low-Carb,5.32,844.82,292.29,378.21,Steamed,35.88,52.61,2.09,Incline Push-ups,5.01,24.05,Improves balance and leg strength,338.17,"Back, Biceps",Cable Machine or Resistance Band,Beginner,Back,Lats,Towel pull-up,28.41854935,2043.13,0.5039718471,1.174569967,0.7065277888,0.7969411894,542.34,62.84005224,1244.4656,6.53E+19,Medium
39.51,Male,60.05,1.83,170.2,153.6,58.75,1.35,973.62,Yoga,20.13419149,2.29,4,2.02,17.93,2.02,0,217.06,86.96,58.06,1831,Other,Snack,Low-Carb,2.22,276.63,198.77,425.27,Roasted,52.59,115.68,3.48,Lateral Raises,5,25,Full body workout,355.06,"Upper Chest, Triceps",Dumbbells,Beginner,Shoulders,Posterior,Seated cable rows,17.93126101,1738.62,0.4993845694,1.448126561,0.8510542844,0.9024676851,857.38,47.95941801,958.662,9.73E+19,High
43.1,Male,72.64,1.88,176.04,141.53,62.93,1.15,1011.08,Cardio,22.03575287,3.3,3.02,1,20.55,2,2.02,331.99,132.95,88.52,1980,Other,Lunch,Vegetarian,16.1,1482.75,20.28,208.2,Fried,10.3,89.24,4.06,Zottman Curls,5,15.96,Strengthens lower abs and hip flexors,364.75,Calves,Cable Machine or Resistance Band,Beginner,Shoulders,Lats,Pull-ups,20.5522861,2656.44,0.4999021246,1.830258811,0.6948987711,0.803965008,968.92,56.63322912,838.925,1.21E+20,Very High
34.11,Male,69.31,1.53,166.75,133.69,59.08,1.36,1650.09,HIIT,28.68606383,2.09,2.01,1.03,29.61,1.99,0.02,270.06,107.92,71.65,1815,Other,Lunch,Vegan,40.53,1843.26,167.04,333.86,Boiled,47.62,58.61,1.07,Bulgarian Split Squats,4.97,14.9,Strengthens triceps and chest,335.62,Lower Abs,Bench or Chair,Intermediate,Forearms,Lower Chest,Hammer curl,29.60827032,2156.77,0.5008600824,1.557062473,0.6929506826,0.8017391304,164.91,49.42768916,912.8864,6.14E+19,Low
26.87,Female,88.98,1.87,168.67,152.94,61.86,1.63,2332.69,HIIT,25.44027549,3.53,4.97,3.01,25.45,2.01,1.01,205.77,82.13,54.58,2567,Other,Dinner,Paleo,35.72,451.01,119.54,251.98,Grilled,16.74,15.13,3.87,Deadlift,5.01,24.02,Improves hip power and cardiovascular fitness,361.24,"Chest, Triceps",Bench or Sturdy Surface,Intermediate,Legs,Triceps,Lateral raises,25.44539449,1642.82,0.5010165447,0.9230164082,0.8527291452,0.9067409735,234.31,66.34324287,1177.6424,1.12E+20,Very High
22.81,Male,40.59,1.76,167.43,145.24,60.92,0.82,811.8,Strength,16.51443146,2.09,2.99,1,13.1,2,1.01,298.88,120.02,80,781,Other,Lunch,Keto,19.29,1314.79,27.41,470.03,Grilled,50.7,112.33,2.79,Turkish Get-ups,4.02,19.02,Builds chest strength,326.16,"Obliques, Core",Cable Machine or Resistance Band,Beginner,Chest,Posterior,Skull crushers,13.10369318,2395.6,0.4990482551,2.956885932,0.7916627547,0.8674670011,-30.8,33.88679227,534.9024,4.86E+19,Low
21.89,Male,62.19,1.84,160.96,139.89,64.82,0.51,504.9,Strength,22.96524787,2.33,2.99,1,18.37,3.02,0.01,213,84.52,56.31,1875,Other,Snack,Vegetarian,17.2,80.45,37.33,490.04,Roasted,55.64,21.03,4.42,Renegade Rows,3.99,19.89,Enhances full-body coordination and stability,355.47,"Core, Shoulders, Legs",None or Dumbbell,Intermediate,Forearms,Grip Strength,Cable crossovers,18.36897448,1696.87,0.502100927,1.359060942,0.780840441,0.8690979125,1370.1,47.90791235,362.5794,9.82E+19,High
18.04,Male,64.58,1.55,184.15,160.68,59,1.43,1892.32,HIIT,24.74570156,2.2,2.99,2.03,26.88,2.01,0.01,238.01,95.26,63.74,1784,Other,Breakfast,Paleo,48.3,1936.37,164.66,308.23,Boiled,45.99,86.79,4.22,Jumping Jacks,5,22.94,Strengthens back and legs,360.51,"Shoulders, Triceps",Bench or Sturdy Surface,Intermediate,Chest,Quads,Leg raises,26.88033299,1906.74,0.4993024744,1.475069681,0.8124650419,0.872549552,-108.32,48.59922593,1031.0586,1.10E+20,Very High
37.67,Female,77.11,1.58,198.93,129.7,52.99,0.75,658.8,Cardio,32.47889422,2.29,2,1,30.89,3.99,-0.01,205.21,82.13,54.26,2003,Other,Lunch,Low-Carb,7.74,1810.64,284.88,193.2,Baked,28.93,13.52,1,Pistol Squats,4.99,24.12,Improves shoulder health and posture,349.18,"Core, Lower Back",Barbell,Intermediate,Forearms,Lateral,Plank,30.88847941,1637.7,0.5012151188,1.065101803,0.52562697,0.6519881365,1344.2,52.06552467,523.77,8.49E+19,High
23.87,Female,72.11,1.76,175.09,127.11,67.9,0.86,851.4,Strength,27.89866892,1.49,2.99,1,23.28,1.99,0.99,216.03,86.6,58.06,1963,Other,Snack,Vegan,18.84,1732.29,10.69,434.34,Fried,34.63,76.34,4.94,Face Pulls,3.99,20.95,Combines lower body and upper body strength,369.53,"Glutes, Hamstrings",Barbell,Beginner,Forearms,Quads,Decline dumbbell flyes,23.27931302,1733.06,0.4986093961,1.200943004,0.5523836179,0.7259695014,1111.6,51.99226984,635.5916,1.35E+20,Very High
57.07,Female,111.7,1.61,195.44,165.34,61.19,1.24,1192.38,Cardio,35,2.7,2.98,2.02,43.09,3,0,169.53,67.98,45.02,2930,Other,Breakfast,Low-Carb,33.69,751.03,175.35,268.39,Boiled,10.6,116.55,1.84,Wall Angels,3.99,10,Strengthens back and improves posture,280.47,Shoulders,"Bench, Barbell",Advanced,Legs,Lower Chest,Plate pinch,43.09247328,1355.22,0.5003763227,0.6085944494,0.7757914339,0.8459885387,1737.62,72.605,695.5656,1.42E+19,Low
46.52,Female,50.26,1.69,178.22,147.33,64.01,1.48,1951.97,HIIT,18.37512371,1.67,2.98,1.99,17.6,2.01,0.02,250.96,99.48,66.62,1421,Other,Breakfast,Vegan,15.33,423.59,200.34,370.05,Grilled,45.3,55.7,2.73,Dips,5,23.96,Improves shoulder health and posture,359.88,"Full Body, Core, Shoulders",Wall,Beginner,Arms,Triceps,Face pulls,17.59742306,2001.34,0.5015839388,1.9793076,0.7295333158,0.8266748962,-530.97,41.02466282,1065.2448,1.09E+20,High
30.9,Female,52.41,1.76,172.06,133.04,69.05,1.23,1180.8,Cardio,18.21643251,1.79,3.98,2,16.92,2,0.96,172.35,68.28,45.64,1517,Other,Snack,Vegetarian,28.17,1287.63,31.98,214.03,Steamed,20.56,14.49,0.98,Lat Pulldowns,3.99,24.02,Isolates and strengthens triceps,363.84,Triceps,Bench or Chair,Intermediate,Abs,Upper,Bent-over lateral raises,16.91955062,1373.28,0.5020097868,1.302804808,0.6212018251,0.7732186447,336.2,42.86276772,895.0464,1.19E+20,Very High
20.05,Male,71.08,1.69,166.91,163.19,52.14,1.29,928.8,Yoga,27.43776253,2.28,3.02,2,24.89,2.02,0.02,272.85,108.89,72.68,1767,Other,Snack,Paleo,41.29,570,107.18,380.12,Grilled,26.83,119.69,3.7,Thrusters,5,24.91,Improves core stability,331.59,Full Core,Parallel Bars or Chair,Advanced,Legs,Upper,Dumbbell curls,24.88708379,2181.08,0.5003943001,1.531935847,0.9675873486,0.9777125397,838.2,51.57723839,855.5022,5.56E+19,Low
22.83,Male,64.73,1.7,187.18,124.77,72.14,0.51,504.9,Strength,24.4507417,1.71,1.99,1,22.4,2,-0.01,192.72,76.88,51.4,1719,Other,Snack,Vegetarian,23.44,1762.89,14.04,219.86,Baked,28.06,79.85,1.58,Seated Rows,4.01,21.02,Improves posture and strengthens upper back,346.55,"Back, Biceps",Dumbbells or Barbell,Advanced,Forearms,Upper,Leg press,22.39792388,1541,0.5002465931,1.187702765,0.4574930459,0.6665776258,1214.1,48.9030349,353.481,7.98E+19,Medium
45.86,Male,44.88,1.77,184.99,162.19,58.03,1.48,1599.73,Strength,14.50398001,3.58,3,2.01,14.33,2.98,-0.01,237.16,95.87,63.98,1264,Other,Snack,Vegan,21.72,2448.9,240.98,482.58,Boiled,28.39,27.09,4,Windshield Wipers,4,24.07,Improves shoulder mobility and posture,342.36,"Shoulders, Upper Back",Step or Box,Beginner,Back,Wrist Flexors,Leg extensions,14.32538543,1907.94,0.4972064111,2.13614082,0.820415879,0.8767500946,-335.73,38.37061377,1013.3856,7.22E+19,Medium
42.87,Female,96.34,1.85,185.91,157.18,63.67,1.28,1129.47,Cardio,29.70670009,3.39,2,1.03,28.15,2.98,0,253.58,100.55,66.93,2558,Other,Snack,Keto,47.8,2291.47,82.87,426.52,Baked,45.95,62.53,4.41,Windshield Wipers,4,22.03,Strengthens lower abs,367.39,"Quadriceps, Glutes",Low Bar or TRX,Beginner,Back,Upper,Incline dumbbell press,28.14901388,2018.89,0.5024146932,1.043699398,0.7649705497,0.8454628584,1428.53,67.72056513,940.5184,1.29E+20,Very High
46.03,Male,60.7,1.71,180.95,153.39,61.14,1.68,2400.55,HIIT,22.35638441,2.72,3.97,2.99,20.76,1.99,-0.04,181.16,71.61,47.87,1871,Other,Breakfast,Paleo,43.58,2483.74,108.73,146.86,Steamed,12.41,82.83,3.5,Shoulder Press,5.01,17.07,Strengthens lower abs and hip flexors,338.45,"Triceps, Chest",None or Dumbbells,Advanced,Back,Posterior,Leg extensions,20.75852399,1441.91,0.502555638,1.179736409,0.7699691178,0.8476927328,-529.55,47.12967467,1137.192,6.58E+19,Medium
40.93,Female,64.63,1.57,166.45,123.28,53.41,1.04,1370.51,HIIT,25.77531976,2.45,4,1.98,26.22,3.02,0.02,290.46,117.8,77.85,1811,Other,Dinner,Vegetarian,37.88,984.32,53.33,124.47,Fried,20.11,29.17,4.12,Seated Rows,3.98,24,Improves shoulder mobility and posture,333.76,"Legs, Core",Bench or Step,Beginner,Arms,Grip Strength,Bent-over rows,26.22013063,2333.69,0.4978553278,1.822682965,0.6180997877,0.7406428357,440.49,47.97141084,694.2208,5.87E+19,Low
53.76,Female,64.12,1.69,188.01,130.91,68.88,1.7,1324.98,Yoga,26.28386322,2.7,3.98,2.99,22.45,4.01,0.03,184.96,73.57,48.81,1756,Other,Dinner,Keto,19.38,628.3,56.22,233.48,Fried,16.01,6.72,1.88,Dips,4,21.01,Enhances full-body coordination and stability,338.11,Full Body,Dumbbells or Barbell,Beginner,Shoulders,Lats,Leg press,22.45019432,1473.41,0.5021277173,1.147379913,0.5206916814,0.6962927504,431.02,47.2667869,1149.574,6.52E+19,Medium
58.77,Male,88.23,1.76,187.27,167.97,73.95,1.35,1294.92,Cardio,28.23214721,3.03,3,1.99,28.48,3.99,-0.02,291.92,115.91,77.95,2263,Other,Snack,Vegetarian,20.3,1563.79,294.44,493.01,Grilled,13.56,27.12,2.47,Face Pulls,4,20.21,Strengthens lower abs,336.82,Core,Bench or Sturdy Surface,Beginner,Chest,Wrist Flexors,Incline cable crossovers,28.48334194,2332.87,0.5005336774,1.31372549,0.8296858454,0.8969402467,968.08,63.32077652,909.414,6.32E+19,Low
22.32,Male,45.6,1.77,164.18,139.08,72.96,1.03,681.04,Yoga,17.46799682,2.4,2.99,1.02,14.56,3.99,-0.01,236.98,94.36,62.75,1305,Other,Snack,Balanced,44.15,1254.92,261.95,484.44,Steamed,17.13,105.06,4.58,Bicep Curls,3.99,22.95,Targets obliques and improves core rotation,347.76,"Lower Back, Glutes",None or Dumbbells,Intermediate,Back,Lower,Decline dumbbell press,14.55520444,1890.11,0.5015157848,2.069298246,0.7248410436,0.8471190157,623.96,37.63459345,716.3856,8.21E+19,Medium
34.42,Female,56.19,1.77,191.91,138.17,59.08,1.8,2572.02,HIIT,20.46414741,2.69,4.98,2.99,17.94,1.98,0.03,240.47,96.59,64.36,1680,Other,Lunch,Keto,4.87,1089.12,179.54,420.77,Baked,42.42,32.53,4.9,Scissors Kicks,5,18.1,Combines lower body and upper body strength,330.47,"Quadriceps, Glutes",Step or Box,Intermediate,Legs,Lower Chest,Leg press,17.93545916,1927.48,0.4990350094,1.718989144,0.5954227208,0.719972904,-892.02,44.69119557,1189.692,5.41E+19,Low
19.21,Male,59.88,1.59,184.29,127.63,52.98,1.13,1367.3,HIIT,27.98771548,2.18,2.02,1,23.69,1.98,0.03,204.89,81.5,54.56,1479,Other,Breakfast,Low-Carb,36.33,1832.58,269.63,487.67,Fried,40,111.26,1.99,Decline Push-ups,3.01,8.07,Improves lower back strength,249.83,"Upper Chest, Triceps",Cable Machine,Advanced,Chest,Lower,Incline dumbbell flyes,23.68577192,1636.6,0.5007698888,1.361055444,0.5685020181,0.6925497857,111.7,43.12095597,564.6158,5.52E+18,Low
18.25,Male,64.04,1.59,184.56,125.3,49.92,1.86,2665.94,HIIT,24.69401161,2.68,4,3.03,25.33,1.99,0.01,215.36,86.7,57.83,1828,Other,Lunch,Paleo,44.95,2423.34,26.53,237.17,Steamed,49.27,95.3,4.77,Plank,4.99,25.07,Improves coordination and cardiovascular health,353.93,"Chest, Triceps, Shoulders",Cable Machine or Resistance Band,Advanced,Back,Anterior,Hammer curl,25.33127645,1728.71,0.4983137715,1.353841349,0.5598633393,0.6789120069,-837.94,48.22595497,1316.6196,9.48E+19,High
53.92,Male,64.56,1.69,188.52,131.11,69.08,1.69,2412.98,HIIT,21.63538507,2.72,3.98,2.98,22.6,3.97,0,185.54,73.97,49.29,1840,Other,Lunch,Low-Carb,19.46,613.12,57.6,232.16,Fried,16.04,6.32,1.88,Plyometric Push-ups,3.99,21.01,Builds shoulder width,338.82,"Back, Core, Shoulders",Step or Box,Advanced,Chest,Lats,Bicycle crunches,22.60425055,1481.65,0.5009010225,1.145755886,0.5193402545,0.6954699767,-572.98,50.5921954,1145.2116,6.63E+19,Medium
49.42,Female,84.66,1.68,196.99,162.97,74.04,1.81,1412.89,Yoga,28.84591765,3.49,4.01,3.01,30,2.99,2.02,229.4,91.73,61.47,2197,Other,Dinner,Balanced,20.75,1559.75,180.46,137.17,Grilled,56.76,118.93,3.01,Bulgarian Split Squats,4,16.03,Builds unilateral leg strength and balance,346.81,"Glutes, Hamstrings, Core",Barbell,Advanced,Back,Posterior,Military press,29.9957483,1837.75,0.4993062168,1.083510513,0.7233021553,0.8273008782,784.11,60.23904612,1255.4522,8.03E+19,Medium
40.02,Female,57.43,1.98,197.85,137.95,73.96,1.43,1541.83,Strength,23.93002216,2.51,3,1.98,14.65,2.99,1.03,354.47,141.55,94.21,1389,Other,Breakfast,Vegetarian,10.21,1770.96,189.81,354.86,Raw,56.44,110.92,1.85,Bird Dogs,5,17.07,Improves posture and strengthens upper back,366.37,Quadriceps,Barbell,Intermediate,Chest,Lateral,Leg extensions,14.64901541,2831.97,0.5006691455,2.464739683,0.5165065784,0.6972453879,-152.83,43.68698827,1047.8182,1.26E+20,Very High
44.86,Male,45.99,1.79,175.88,167.73,55.16,1.45,1393.16,Cardio,19.06061508,2.4,2.97,2.01,14.35,2,-0.02,209.71,82.76,55.46,1335,Other,Snack,Vegetarian,26.44,38.81,295.16,471.74,Baked,27.58,93.43,3.69,Tricep Extensions,4.01,17.97,Strengthens back and legs,366.02,"Quadriceps, Glutes",Wall,Intermediate,Chest,Middle,Dumbbell front raises,14.3534846,1669.02,0.5025943368,1.799521635,0.9324884029,0.9536615874,-58.16,37.22402312,1061.458,1.25E+20,Very High
20.92,Male,101.06,1.84,181.01,131.37,50.16,1.3,1145.04,Cardio,30.27929508,3.29,1.99,1.01,29.85,3,0.02,170.09,68.62,45.18,2537,Other,Breakfast,Balanced,11.34,1522.19,288.29,470.23,Roasted,39.8,39.36,2.29,Dips,4,19.98,Enhances full-body coordination and stability,376.35,"Full Body, Core, Shoulders",Wall,Intermediate,Back,Lats,Triceps pushdowns,29.84995274,1361.46,0.4997282329,0.6790025727,0.6206343141,0.7257610077,1391.96,70.45974439,978.51,1.56E+20,Very High
45.13,Female,92.13,1.91,175.19,142.71,55.03,1.05,1388.31,HIIT,27.30734802,3.72,3.02,2.02,25.25,3.02,1.98,242.63,97.33,65.41,2555,Other,Lunch,Paleo,20.13,388.56,71.39,357.32,Grilled,40.69,112.18,4.19,Bicycle Crunches,3.99,15.9,Strengthens lower abs,359.89,"Back, Hamstrings, Glutes",Cable Machine,Intermediate,Abs,Lower,Concentration curls,25.25424193,1948.53,0.4980780383,1.056441984,0.7296937417,0.81460129,1166.69,66.97174027,755.769,1.09E+20,High
31.61,Female,59.26,1.66,184.15,159.62,64.09,0.51,336.6,Yoga,26.08294902,1.8,2.02,1,21.51,4.01,-0.01,284.45,113.29,75.47,1382,Other,Dinner,Low-Carb,29.91,673.27,155.84,275.65,Roasted,35.89,46.83,3.08,Renegade Rows,3.99,17.93,Strengthens back and legs,368.54,Full Core,Cable Machine or Resistance Band,Intermediate,Forearms,Wrist Flexors,Plank,21.5052983,2270.19,0.5011915302,1.911744853,0.7956854906,0.866793375,1045.4,43.80324441,375.9108,1.32E+20,Very High
34.2,Male,115.15,1.81,180.98,167.13,66.87,1.36,1347.62,Strength,34.56872687,2.2,2,1.01,35.15,3.02,0,232.44,93.18,61.89,3044,Other,Snack,Keto,34.78,2510.95,4.97,122.98,Steamed,4.82,78.26,1.82,Deadlifts,4.01,22.92,Builds chest strength,348.79,"Quadriceps, Hamstrings, Glutes",Dumbbells or Barbell,Advanced,Back,Quads,Incline dumbbell press,35.14849974,1859.49,0.5000080667,0.8092053843,0.8786258873,0.9234722069,1696.38,75.34411101,948.7088,8.41E+19,High
50.75,Male,44.54,1.63,197.91,137.17,68.81,1.08,1038.53,Cardio,21.45540373,2.12,3.98,2.02,16.76,3.99,0.99,207.67,83.43,56.3,1167,Other,Lunch,Balanced,49.37,2344.6,231.78,468.18,Grilled,28.09,55.15,2.12,Russian Twists,5.02,17.98,Targets abdominal muscles,340.63,"Obliques, Core",Resistance Band or Cable Machine,Beginner,Forearms,Quads,Chest flyes,16.76389778,1671.1,0.4970857519,1.873147732,0.5295120062,0.69309282,128.47,34.98376318,735.7608,6.93E+19,Medium
56.22,Female,89.3,1.68,176.09,151.88,64.74,1.78,2541.48,HIIT,29.70948386,3.51,5,2.98,31.64,3,-0.02,193.97,78.7,51.57,2374,Other,Lunch,Paleo,11.89,2200.98,202.73,449.24,Roasted,14.49,51.83,4.95,Burpees,4,23.02,Strengthens shoulders,338.15,"Lower Chest, Triceps","Bench, Barbell",Intermediate,Back,Grip Strength,Hammer curls,31.63973923,1554.81,0.4990191728,0.8812989922,0.7825774585,0.8625134874,-167.48,62.76943092,1203.814,6.53E+19,Medium
54.2,Female,78.67,1.66,195.21,131.09,55.02,1.42,1531.04,Strength,32.44253541,2.59,3.03,1.98,28.55,2.02,0.02,239.3,95.23,63.91,2129,Other,Snack,Balanced,45.61,1803.99,213.56,99.78,Raw,45.18,40.42,1.47,Kettlebell Swings,3.98,20.92,Isolates triceps,334.38,"Chest, Triceps, Shoulders",Cable Machine,Beginner,Arms,Lats,Bicep Curls,28.5491363,1913.31,0.5002848467,1.210499555,0.542620729,0.6715332206,597.96,53.14745739,949.6392,5.96E+19,Low
